user,answer_id,answer_valence,answer_arousal,gsr_peak_time,gsr_peak_value,heartrate_ratio
1153,50,1.2602893066406253,3.3292309570312497,777,-0.289697266289975,0.8765294771968855
1153,51,1.3362438964843746,3,90,-0.0756347700300019,0.9217491369390104
1153,55,1.212474365234376,3,3605,0.297363278739984,0.8515901060070671
1153,56,3.61140625,3,1581,-0.04377441903999912,0.8983764281419122
1153,58,3.722210693359375,3.897193603515625,730,-0.1937499984899977,0.9422572178477691
1233,0,1.6366198730468762,4.312166748046875,330,-0.3066162116799864,0.8616279069767442
1233,1,4.231634521484375,4.1546655273437505,416,-0.0669677671300528,0.850422195416164
1233,11,1.2142785644531249,3.007694091796875,654,0.1015869070200157,0.8861929520508377
1233,12,3,3,462,-0.0903320304300159,0.9176327028676022
1233,13,1.6862426757812499,4.241368408203125,418,-0.697338866060026,0.8848837209302326
1233,14,3.0150695800781246,4.795036621093751,2091,0.105517576679963,0.8740648379052369
1233,15,1.753603515625001,1.6619519042968744,1826,0.1027343743899864,0.7841043890865955
1233,18,3.0176647949218727,1.28488525390625,605,-0.00495605182003400,0.9060975609756098
1233,19,4.255811767578124,4.497904052734373,570,-0.329931647040027,0.9034157832744405
1233,23,1.7715588378906248,4.1668798828125,234,-0.138549806260023,0.8783694937541091
1233,25,1.2664074707031245,3,1367,0.1005371126199743,0.9080932784636488
1233,27,4.710423583984375,3,1477,0.0400390681499684,0.9071618037135278
1233,29,3,2.57620361328125,1194,-0.00981444977000700,0.9027595269382391
1233,32,4.214359130859376,1.829879150390624,893,0.0435546893299663,0.9294781382228491
1233,34,3,1.5451123046874997,1397,0.1238037179700017,0.9786921381337252
1233,37,3,3.502867431640625,305,-0.0557861372300196,0.9054916985951469
1233,41,1.6987451171875003,4.105319824218751,777,-0.00622558550002794,0.8652073732718893
1233,46,2.147930908203125,3.76656005859375,304,0.00700683360999043,0.9209039548022598
1233,47,1.7024877929687505,1.7632238769531252,277,-0.0370849572700142,0.9156479217603912
1233,51,1.2064697265624986,3.2740185546875,3280,0.00146484136998470,0.9484777517564403
1233,55,1.8128015136718751,4.315638427734374,3141,0.0812255783999837,0.9722222222222222
1233,56,1.6609228515624999,4.3169616699218745,323,-0.0804687520200122,0.8288834951456311
1233,57,2.131512451171875,3.3735168457031253,1051,0.0679687527600032,0.8854166666666666
1233,58,2.249415283203124,2.560689697265625,2550,0.2095703125199839,0.8748451053283767
1233,59,4.430753173828126,3.4591076660156252,643,0.06357421813997,0.8448660714285714
1400,25,1,3,1035,0.944750978199996,0.9001490312965723
1400,26,1,2.9731420898437495,791,-0.1448730512099345,0.8159021406727829
1400,27,1,3,346,-0.0891845747399884,0.9190567240280434
1400,28,1,5,867,-0.0279052725699813,0.8960176991150443
1400,31,1,5,1077,0.197241208380027,0.8419721871049305
1400,34,3.8438916015625,3.5187048339843754,1315,-0.2010009805301535,0.8785046728971962
1400,36,1,3.7893847656250004,798,-0.0437744131900270,0.9378292939936775
1400,37,1,2.953391113281249,2605,2.358813474560079,0.9176610978520287
1400,38,2.9967016601562495,5,417,-0.381860348020040,0.9477351916376306
1400,40,1,3.7653222656250005,891,0.0459472690601536,0.8757687576875769
1400,43,1,5,2399,1.018286134659861,0.9469188529591214
1400,45,2.323170166015625,2.35923095703125,603,-0.430053705660043,0.8128140703517588
1400,46,2.607191162109375,3.17820068359375,870,0.4606689469399345,0.7768860353130016
1400,47,3.010465087890625,3,584,-0.4772216772499806,0.9213917525773195
1400,48,3,3,709,-0.906762692129982,0.9273356401384083
1400,49,2.40968017578125,3.4653369140625,210,-0.576611333130021,0.903448275862069
1400,50,3,3.896275634765625,1060,0.445629887409982,0.8947976878612717
1400,51,2.441707763671875,3.2321484375000002,507,-0.1236572302100142,0.9207547169811321
1400,52,2.430255126953125,3.174776611328125,686,-0.2306884769500641,0.914187643020595
1400,53,2.3069116210937497,3.30633056640625,3373,5.10871582624984,0.8935860058309038
1400,54,4.08525634765625,4.157220458984375,994,0.01560058317001100,0.9138686131386862
1400,55,1.00920654296875,3.7990759277343753,570,-0.0926513690599932,0.7824126268320181
1400,56,1.8306091308593746,2.989207763671875,412,-0.2544433575201079,0.9075730471079309
1400,57,2.3620251464843744,3.3713427734375,549,0.700366213099838,0.8435294117647059
1400,59,3.582838134765625,3,3013,3.1770019539000,0.922976501305483
1400,60,2.40467529296875,3.447198486328125,1737,-0.0983886696700508,0.868421052631579
1400,63,1,5,462,-0.812524415229949,0.8451776649746193
1400,64,1.8331188964843748,3.808477783203125,718,0.00693359032002227,0.8690330477356181
1400,65,3.9924035644531255,3.8327844238281257,680,0.673144532939975,0.8678237650200267
1400,66,3.826690673828125,3.87407958984375,891,-0.74531249528998,0.7935368043087971
1400,67,1.9162255859375,3.28565185546875,679,-0.72548828389004,0.8571428571428571
1400,68,3,3,487,-1.165185547000110,0.9113607990012484
1400,69,3.891802978515625,2.5281640625,807,0.1386230496899543,0.9119170984455959
1400,71,2.5652978515625,3.1509765625,874,-0.611083988650005,0.8272785213511791
1400,72,2.296241455078125,3.31066650390625,596,-0.515698247069797,0.7217968351199592
1400,78,3.5089392089843754,3.3790405273437503,581,-0.127197269409997,0.8936627282491945
1400,81,3.026217041015625,4.011380615234376,343,-0.02346191220995752,0.8656898656898657
1402,60,4.30005859375,4.253289794921875,339,0.0205078174400785,0.883357041251778
1402,61,1.7009216308593749,4.208466796875,367,-0.3321777375899550,0.8669467787114846
1402,62,1.66763427734375,1.7267626953125004,285,0.03371581716005067,0.8713872832369942
1402,63,1.7332312011718736,1.6049877929687497,381,-3.27607422103998,0.8441717791411043
1402,64,4.299638671875,4.15107666015625,1344,2.00825195088999,0.9033189033189033
1402,66,4.201872558593751,1.6898767089843747,620,-0.2204101558399811,0.9590163934426229
1402,67,1.2399877929687493,3.054693603515625,1386,-0.539062497100051,0.9400855920114123
1402,68,3.057701416015625,1.2092565917968747,326,-0.2262451141699601,0.842031029619182
1402,69,1.7171960449218755,4.1980078125,402,-0.461840819849984,0.9223684210526316
1402,70,1.1902917480468749,3.06154052734375,1892,0.56237793586999,0.9026425591098748
1402,71,1.234024658203124,2.910076904296875,787,-0.01789551010998291,0.9291784702549575
1402,72,1.6408471679687486,1.5869360351562498,660,0.0052734347699843,0.8934147997284454
1402,73,1.6484191894531253,4.396658935546877,333,-0.0402099629599783,0.932415519399249
1402,74,1.1621789550781254,3.0276123046875,593,0.0801513706700034,0.8368600682593856
1402,75,4.296153564453125,1.596546630859375,472,0.222338868480011,0.8509803921568627
1402,76,4.698433837890625,3.0339599609375,352,-0.780053709239979,0.8995756718528995
1402,77,2.9596826171875,3.00255859375,460,-0.01440429592000791,0.867598137059215
1402,78,3,3,589,-0.0649658163500124,0.9656084656084656
1402,79,1.189160156249999,2.9496838378906247,259,-0.2411865223199969,0.9138888888888889
1402,82,1.7918505859374996,1.6552709960937495,929,0.00720215214997965,0.938255033557047
1402,84,1.6981018066406244,1.6524243164062498,309,-0.0594970756700257,0.8764629388816645
1402,85,2.0949182128906245,3.003779296875,355,-0.273852535660031,0.9153645833333334
1402,86,2.295902099609375,2.12531494140625,433,0.1206298829399765,0.966542750929368
1402,87,1.3287402343749992,3.0364501953125003,2067,0.2028076170399928,0.9126934984520124
1402,88,4.403300781250001,4.256065673828125,539,0.0874999972699803,0.8775510204081632
1402,90,2.1538439941406247,2.9027722167968744,260,-0.0554199241200068,0.9396709323583181
1402,92,1.167803955078124,2.949842529296875,744,-0.01411132371999768,0.8563458856345886
1402,93,1.2531201171874986,3.0941796875,390,-0.0666259779899964,0.8408937034529451
1402,94,1.6093603515624997,1.7651147460937497,519,-0.0492431651700033,0.9363241678726484
1402,95,1.7509338378906252,4.310941162109375,607,-0.01267090245000868,0.8798017348203222
1402,96,4.220087890625001,4.1841235351562505,332,0.4150390,0.7159841479524438
1402,97,3,3,819,-0.04367676047000168,0.9046997389033943
1402,100,1.3571813964843742,3,655,-0.05856933672999864,0.9565217391304348
1402,105,4.5441003417968755,3,1111,-0.01220703167000580,0.9254658385093167
1402,106,3.086365966796875,3.981278076171875,342,0.01386719089999166,0.9287564766839378
1402,110,1.8012512207031246,1.6994006347656245,183,-0.04226074364001064,0.9237445753254805
1402,112,3,3,169,-0.01208495648000018,0.7933425797503467
1402,113,4.865926513671875,2.975979003906251,394,0.0416259772499950,0.9110225763612217
1402,115,4.237901611328126,4.391929931640625,193,0.00654296378999119,0.9611011370436864
1402,117,2.474326171875,3,603,0.0642089843799941,0.9232704402515723
1402,118,4.77041259765625,3.0488623046875,390,-0.01022949490000779,0.9549689440993789
1402,119,2.9605078125,4.168134765625001,411,0.0210205095199937,0.9295774647887324
1437,0,3.1687353515625003,3.314730224609375,411,-0.024877929679998,0.9111842105263158
1437,2,2.575609130859375,3.6803295898437502,240,-0.0249023437,0.93
1437,3,2.13655517578125,3.385333251953125,381,-0.02480468746999875,0.9200542005420054
1437,4,2.845743408203125,3.5456359863281253,794,1.009106446510138,0.8601997146932953
1437,5,2.3843652343749997,3.7728198242187503,399,-0.604052735069860,0.9336283185840708
1437,6,3.0171435546875,3.780015869140625,1378,0.4255126907000459,0.8045515394912985
1437,7,2.399044189453125,3.7262597656250005,713,-0.2047119156600025,0.7942521227955585
1437,8,3.786329345703125,3.619083251953125,600,-1.102246097989979,0.9458762886597938
1437,9,2.08365234375,3.76885986328125,211,1.045825196409975,0.9305949008498584
1437,10,2.3874584960937497,3.69594482421875,391,-2.78908691325000,0.9078771695594126
1437,12,2.800916748046875,3.653145751953125,825,0.1138427674098565,0.9117259552042161
1437,14,2.733118896484375,3.431253662109375,1644,2.476513673270041,0.9421094369547978
1437,16,3,3.437503662109375,441,-1.123413090050345,0.9450261780104712
1437,17,3.7536279296875,3.337506103515625,437,-0.632031253769973,0.918954248366013
1437,19,2.803419189453125,3.341275634765625,317,-0.264257808210000,0.9302022178734507
1437,20,3.592044677734375,3.48064697265625,435,0.00456542588015196,0.8795180722891566
1437,21,2.3308728027343752,3.6677453613281252,955,-0.05942383290993369,0.8959390862944162
1437,22,2.06249267578125,3.71001220703125,5253,0.892797857709920,0.8573551263001485
1437,27,3.4077331542968747,3.612828369140625,369,-0.1351562474199896,0.8900369003690037
1437,29,2.9872900390624997,2.8085498046875,361,-0.1297607394900248,0.9319371727748691
1437,30,3,2.88031982421875,1032,0.0365722679999436,0.9506024096385542
1437,34,2.67466552734375,3.286533203125,768,0.0794921877500405,0.7975376196990424
1437,35,2.99564453125,3.18806884765625,380,0.0657959011999942,0.8442622950819673
1437,37,3.12378173828125,3.445640869140625,301,-0.893066405359984,0.945583038869258
1437,38,2.8253076171875,3.136568603515625,909,0.428002933949986,0.905224787363305
1437,39,1.8465380859375,2.939705810546875,738,0.03518066156000898,0.916767189384801
1437,42,2.25529052734375,3.112821044921875,805,0.0459228555099615,0.9134438305709024
1437,44,1.8971728515625,3.48440185546875,920,0.0213867222999990,0.9123649459783914
1437,45,3.6945068359375,3.4306396484375,1440,0.577172851990033,0.7515299877600979
1437,49,2.5285632324218748,3.19562744140625,219,0.0430175793100300,0.8973277074542897
1437,51,3,3.106572265625,700,-0.37475585502995,0.9057527539779682
1437,52,2.56963623046875,3.2067236328125,520,-0.1876953119300690,0.38892466194462333
1437,53,2.3871691894531253,3.054193115234375,579,-0.71997070515998,0.8409090909090909
1437,58,2.611544189453125,3.412200927734375,496,-0.157373051209989,0.8638613861386139
1437,59,2.5127966308593748,3.4184423828125,1961,0.2175537083099872,0.8994845360824743
1507,3,1.2308435058593734,3,745,0.0646972647699417,0.8934081346423562
1507,6,1.6880871582031245,4.07626708984375,476,-0.2587890611100709,0.9330572808833678
1507,13,2.944838867187501,1.315040283203127,4186,0.4348144532600044,0.9293948126801153
1507,14,1.745174560546874,4.274561767578125,1028,0.00991211347004794,0.9228687415426252
1507,15,1.7589904785156254,4.3028466796875,525,-0.0741943386700194,0.9449152542372882
1507,17,1.358875732421873,2.913438720703126,264,-0.1352294934600144,0.8668555240793201
1507,18,1.82906005859375,4.37343994140625,403,-0.2701415986200097,0.8793103448275862
1507,19,4.248436279296874,1.7203491210937494,810,-0.1911132833200204,0.9150877192982456
1507,21,1.2794787597656243,3,871,-0.1324462941800108,0.8780487804878049
1507,23,1.7243530273437493,4.165983886718751,582,-0.0764160157400102,0.8995403808273145
1507,26,1.6168420410156257,1.7536828613281246,3130,0.854223630609970,0.9287709497206704
1507,27,1.1420617675781257,3.078692626953125,383,-0.0976562503199680,0.887248322147651
1507,28,4.674234619140625,3,1604,0.0961669950800327,0.9040333796940194
1507,31,4.390443115234374,1.820031738281249,130,-0.00373535168006844,0.96
1507,32,1.1882434082031248,3.0848254394531245,602,1.529711916810018,0.889487870619946
1507,34,2.9710095214843744,3,827,-0.1061279285599665,0.9115168539325843
1507,36,4.259312744140626,4.293134765625,341,-0.290917965330025,0.9139941690962099
1507,37,1.7063586425781252,1.5708044433593742,841,-0.0805175805899747,0.9460227272727273
1507,39,1.6866320800781245,4.400631103515625,524,-0.00502929669004270,0.8606224627875507
1507,40,3,3,140,-0.0702880819099629,0.9191073919107392
1507,41,1.6215417480468748,1.7623828124999994,1500,0.53530273328998,0.9497450837581938
1507,42,1.6296533203125,1.5114782714843755,2399,0.592163084910019,0.8589928057553957
1507,48,1.6599780273437506,1.5397290039062501,1038,-0.1150634702999884,0.9111111111111111
1507,51,1.8043542480468748,1.6448071289062496,790,0.2966796850800630,0.9211935730680949
1507,53,1.8109326171875,4.2409423828125,264,-0.01420898759005773,0.9174061433447099
1507,54,4.2831494140625,4.326286621093751,403,-0.378320315079950,0.9315263908701854
1507,56,1.1815319824218742,3,1408,0.263525393290036,0.9240596167494677
1507,58,1.7934277343750002,4.2828173828125,921,0.04335937168000736,0.9320252277505255
1507,59,1.3106201171874987,3,2220,0.3648681638500095,0.9315455187014821
1516,60,1.6287194824218754,4.3197399902343765,274,-0.0356445326500027,0.8943089430894309
1516,61,4.2798388671875,4.266568603515625,645,-0.0856689424100023,0.9072948328267477
1516,62,4.377237548828125,1.6428942871093746,449,-0.16430664001000,0.8153730218538056
1516,63,4.37151123046875,1.711914062500001,257,-0.0776611368400018,0.8909090909090909
1516,64,2.8699572753906244,1.233319091796875,545,0.02368163643999815,0.7364280094413848
1516,65,4.1980566406249995,1.7549438476562498,334,-0.0482177726300012,0.9355345911949685
1516,66,1.7090478515624998,4.26915771484375,990,-0.0409423801200038,0.9588414634146342
1516,67,4.689505615234376,3.020736083984375,550,0.00898437245999655,0.9720930232558139
1516,68,4.357537841796876,4.162171630859376,594,-0.02475586350000241,0.536047497879559
1516,69,1.7205041503906235,4.3271813964843755,377,-0.043872072600004,0.9086576648133439
1516,70,4.754077148437501,2.971468505859375,337,-0.00656738210000362,0.7130961392884179
1516,71,1.7349719238281247,1.6780761718749992,624,-0.0944824222300064,0.940406976744186
1516,72,4.236019287109376,1.6863598632812495,489,-0.02238769112000338,0.9593360995850623
1516,73,1.7200305175781243,1.7073608398437505,495,0.0289794899099947,0.9265785609397944
1516,74,1.7347302246093748,1.761075439453124,1469,0.0668212900499958,0.911849710982659
1516,75,1.8361279296875002,1.7348132324218735,934,0.077514646359994,0.9246861924686193
1516,76,1.3884594726562518,3.10067138671875,356,0.1035644493099957,0.9064638783269962
1516,77,1.150310058593749,3,2485,0.01918945337999655,0.8970588235294118
1516,78,4.37362060546875,1.7723693847656243,353,-0.1749023404200056,0.5946348733233979
1516,79,4.644997558593751,2.5202600097656247,346,0.1198730499199954,0.9258720930232558
1516,80,4.359166259765625,4.349742431640625,422,-0.0710205036000033,0.9323899371069182
1516,81,1.6872094726562492,4.323371582031251,189,-0.05197753421000239,0.9599383667180277
1516,83,4.35361083984375,4.3484423828125,347,-0.02856445043000499,0.9153354632587859
1516,84,4.399591064453125,4.410328369140624,451,-0.0212890644500016,0.9290989660265879
1516,85,4.893793945312501,3.09094970703125,1045,0.02060546682999886,0.968609865470852
1516,86,1.2608251953124996,2.8864221191406245,1509,0.02014159773999840,0.9666136724960255
1516,87,2.249821777343749,3.7651281738281246,2493,0.0487793003999989,0.8930817610062893
1516,88,3.8021948242187498,3.914176025390625,597,0.04919433404999945,0.9347996857816182
1516,89,1.9874743652343752,2.1603466796875,419,-0.000903317350003207,0.8853410740203193
1516,90,2.0109057617187505,2.200975341796875,1221,-0.01391601211000398,0.44631901840490795
1516,91,2.3530676269531248,3.43971923828125,3208,0.0247070317399987,0.35424354243542433
1516,92,3.9060095214843753,2.6422277832031247,461,-0.0812011739700010,0.9301587301587302
1516,93,4.0745751953125,3,450,-0.000341793670006196,0.953125
1516,94,1.642010498046875,4.348758544921875,3151,0.02387695395999389,0.9716908951798011
1516,95,3.6050695800781254,3.70867431640625,3365,0.02585449705999720,0.8852988691437803
1516,96,4.333300781250001,4.426456298828127,455,-0.02829589432000412,0.7431264728986646
1516,97,1.78370849609375,1.61275146484375,548,0.1426513650299957,0.950965824665676
1516,98,4.35647216796875,1.7282897949218745,729,0.0308837905899956,0.9154607768469155
1516,99,2.4455944824218747,2.3872509765625,808,0.01374511971999559,0.9558823529411765
1516,100,2.619342041015625,2.5323876953125,1252,-0.01762694800000397,0.968562874251497
1516,101,1.7331884765625005,4.292438964843749,133,0.05185546930999529,0.9546120058565154
1516,102,2.340301513671875,2.369853515625,410,0.01328124554999554,0.9202363367799113
1516,103,1.7282092285156256,1.5480187988281253,613,0.1912841780199979,0.8131868131868132
1516,104,4.37614990234375,1.71463623046875,501,-0.02431640687000380,0.3071104387291982
1516,105,4.82249267578125,2.995166015625,633,0.0936523421299950,0.950965824665676
1516,106,4.465004882812501,4.351820068359375,700,-0.0829101556600040,0.9775641025641025
1516,108,1.7402795410156255,1.6857910156249967,717,0.1251708967099969,0.9712509712509713
1516,109,1.2565014648437505,2.919237060546876,450,0.0637207010399968,0.9210134128166915
1516,110,1.6428002929687493,1.6816308593750002,208,-0.02707519784000378,0.9305331179321487
1516,111,1.63857177734375,1.71178466796875,443,0.0257324254299965,0.6300246103363413
1516,112,4.314239501953125,1.6263964843750003,760,0.01706542710999697,0.9317507418397626
1516,113,2.4446813964843748,3.567843017578125,156,-0.01789550692000507,0.9577922077922078
1516,114,2.1357421875,3.4551354980468756,499,-0.05688476198000369,0.7337883959044369
1516,115,1.6787133789062498,1.7256311035156247,259,0.02473144990999820,0.8888888888888888
1516,116,1.5724645996093758,1.6489221191406251,552,-0.0964599625000053,0.6464646464646465
1516,117,1.645699462890625,1.771328125,618,0.0762207062499962,0.9166666666666666
1516,118,1.9596289062499996,2.7752270507812504,505,0.050463867159995,0.6347402597402597
1516,119,2.1214526367187494,3.5682739257812504,458,0.0834228528799956,0.6545166402535658
1809,60,3.294588623046875,3.451575927734375,1186,-0.015869143090019,0.653968253968254
1809,62,2.8595434570312497,3.373138427734375,1459,-0.1616943332000042,0.6444444444444445
1809,63,1.8436401367187496,4.4146142578125005,362,-0.268066404990009,0.5554035567715458
1809,64,2.352064208984375,3.68734130859375,390,-0.01748046815000359,0.2794871794871795
1809,65,3.4954992675781247,3.917890625,401,0.106518550089985,0.5771428571428572
1809,66,3.126026611328125,3.5818127441406253,1459,-0.1832275438700183,0.5976331360946746
1809,67,2.8641955566406248,3.186552734375,246,0.1731445312899846,0.49033816425120774
1809,68,2.910426025390625,3.4043920898437503,348,-0.1043945285800198,0.4642857142857143
1809,69,3,3,349,-0.1548095673800260,0.486284289276808
1809,72,3.15015625,3.5443115234375,281,-0.1141601526499995,0.5437415881561238
1809,73,3.159044189453125,3.4132751464843754,390,-0.0718994112899999,0.30303030303030304
1809,74,3.15736328125,3.189388427734375,263,0.000805661299999947,0.2491103202846975
1809,75,2.3964086914062506,3.4426586914062502,1177,-0.0656738255600000,0.5605442176870749
1809,76,2.854686279296875,3.61188232421875,375,-0.0781249970999998,0.18872549019607843
1809,77,3.000059814453125,3.54938232421875,361,0.0866210911699999,0.5085714285714286
1809,78,2.7356030273437497,3.586658935546875,459,-0.04982910123999996,0.5183016105417276
1809,104,2.8755285644531248,2.709217529296875,342,-0.03120117392000698,0.5942857142857143
1809,105,2.0272961425781246,3.9180908203124996,664,0.23356933780999,0.5314136125654451
1809,106,1.8661682128906243,4.101610107421876,1697,-0.0470459026300111,0.491725768321513
1809,107,3.8218505859375007,3.485360107421875,1285,-0.1883300795200166,0.5844504021447721
1809,108,3.18191650390625,3.337982177734375,379,0.306542971739987,0.6235632183908046
1809,109,2.51653076171875,3.133765869140625,258,-0.1547851524900194,0.11538461538461539
1809,110,2.545418701171875,3.134761962890625,248,0.1974121076899788,0.4334705075445816
1809,111,2.6687304687499998,2.823497314453125,348,0.1984130859299806,0.6044444444444445
1809,113,2.8796826171875,3.191578369140625,195,0.0442138625599989,0.10221465076660988
1809,114,3.23852294921875,3.233565673828125,468,0.1514648445300020,0.5702127659574469
1809,115,2.222117919921875,3.371895751953125,383,0.0188720712600002,0.5642458100558659
1809,116,3.2533251953125,3.159063720703125,464,0.0460693363499999,0.29508196721311475
1809,117,3.5168115234375,2.84730224609375,358,0.1903320268400000,0.44680851063829785
1809,118,3.0234252929687497,3.2204052734375,501,0.00664062239000002,0.5633802816901409
1809,119,3.306915283203125,3.053009033203125,371,-0.05332031009000008,0.6775244299674267
2006,1,1.3055114746093754,2.9608654785156245,1058,-0.0515625053499126,0.8850889192886456
2006,2,4.2672412109375,4.26479736328125,983,-0.1013183596098974,0.9236111111111112
2006,3,1.2737255859374994,2.871165771484375,818,0.0875976571400283,0.9445983379501385
2006,4,4.207792968750001,4.192916259765625,150,-0.1118652336200582,0.9527665317139001
2006,5,4.1536083984375,4.341859130859375,491,4.882746994283593e-0,0.9197183098591549
2006,7,4.827711181640627,3.0732873535156253,956,-0.0348632779099782,0.9382540809084458
2006,8,4.229185791015625,4.424721679687501,1128,-0.1811035150999620,0.8253968253968254
2006,9,3.072059326171875,4.594689941406251,1155,0.152636722180000,0.8952380952380953
2006,10,1.6490222167968756,4.2306298828125,821,0.0572998037099821,0.8678977272727273
2006,11,1.5954626464843744,1.5903137207031246,272,-0.0769531248900023,0.9382213170400543
2006,12,4.180277099609375,1.6848034667968752,367,-0.2420410114299906,0.9331436699857752
2006,14,4.858033447265626,2.979019775390625,1173,-0.0362548840100416,0.957960027567195
2006,15,4.174246826171876,1.6422656250000005,284,-0.02189941916000481,0.896600566572238
2006,19,1.2546728515624996,3.07171875,1490,0.02951659949996976,0.9426573426573427
2006,20,3,1.4413159179687507,304,-0.0835937513000208,0.9090909090909091
2006,21,4.628217773437499,3.01968994140625,116,-0.1038574185200300,0.9332386363636364
2006,22,3.042760009765625,4.763482666015625,355,0.01171874972996955,0.9067278287461774
2006,24,3,3,941,-0.0512207048700277,0.9208534067446662
2006,25,1.4409252929687497,3,358,0.090917969079973,0.9284671532846716
2006,26,4.083514404296875,2.9908642578125,364,-0.102441401050021,0.8198324022346368
2006,27,4.702487792968751,3.155643310546875,1259,0.00354003814997727,0.8906030855539971
2006,28,2.4077856445312498,3.024378662109375,289,0.01818847740997364,0.8633308439133682
2006,29,3.9987023925781253,3.398756103515625,479,0.1247558602899843,0.9219330855018587
2006,31,3,3.7094006347656254,1794,0.003076175329990826,0.885952712100139
2006,32,4.2466149902343755,4.226392822265626,249,-0.044213868560030,0.9470672389127325
2006,33,4.7643713378906245,3.039207763671875,255,-0.1590087869200278,0.9241573033707865
2006,34,3.8714184570312504,2.5227160644531246,552,-0.0956298824700290,0.958204334365325
2006,35,2.1130639648437493,3.230323486328125,394,-0.02502441425002599,0.9831460674157303
2006,36,5,5,589,0.02973632626996902,0.4164687252573238
2006,37,2.9657861328125,3.4800500488281254,335,-0.0164306625900505,0.9378057302585604
2006,38,4.540592041015626,3.90397216796875,1096,0.1095214843700138,0.5845921450151057
2006,39,3.39585693359375,3.78906982421875,206,-0.00803222597000363,0.8018804566823371
2006,42,3,2.309227294921875,289,-0.01115722238998184,0.8429510591672754
2006,43,3.75045654296875,3.5997546386718753,527,-0.0717773423900007,0.8868194842406877
2006,45,3,3.373170166015625,223,-0.00524902571003460,0.9293948126801153
2006,46,2.2677880859374997,3.31972412109375,481,-0.03925780849998483,0.959830866807611
2006,47,3,3,278,-0.00942382663000795,0.9177304964539007
2006,48,2.420894775390625,2.244365234375,288,0.0021484372199944,0.6417704011065007
2006,49,1.618739013671875,3.983172607421875,1512,0.0756347713999825,0.8795731707317073
2006,50,4.142274169921874,4.6922241210937505,1718,0.0446533215599922,0.9557774607703281
2006,51,3.7477490234374997,5,324,-0.0876708951300191,0.8807588075880759
2006,52,3,3.7906298828125,404,-0.0479492139300048,0.5986842105263158
2006,54,4.095194091796875,3.36423583984375,372,0.003491209689980401,0.9053213545266068
2006,56,3,3.50563720703125,177,-0.079785158320029,0.9422283356258597
2006,58,1.485933837890624,4.390693359375001,548,0.00678710853999220,0.886726893676164
2006,59,3,2.5011083984374998,717,0.01599120908002982,0.8861788617886179
2070,60,1,3.916296386718751,1582,0.799243170449983,0.12048192771084337
2070,61,1.2093542480468762,3.9515759277343747,397,-0.130566404690082,0.8207547169811321
2070,62,2.83603271484375,3.40320556640625,966,0.01381836281985471,0.9122807017543859
2070,63,3.2155517578125,2.6288989257812503,656,-0.0594970659200413,0.7560823456019963
2070,64,2.768721923828125,3.470660400390625,708,-0.080541985619980,0.6910935738444194
2070,65,3.12180419921875,3.468563232421875,1492,0.617333981239918,0.2863013698630137
